mode,opcode,subopcode,target,classification,basis
v30op_repne,0xb4,-,_mov_ah_imm,implemented,final-root-target
v30op_repne,0xb5,-,_mov_ch_imm,implemented,final-root-target
v30op_repne,0xb6,-,_mov_dh_imm,implemented,final-root-target
v30op_repne,0xb7,-,_mov_bh_imm,implemented,final-root-target
v30op_repne,0xb8,-,_mov_ax_imm,implemented,final-root-target
v30op_repne,0xb9,-,_mov_cx_imm,implemented,final-root-target
v30op_repne,0xba,-,_mov_dx_imm,implemented,final-root-target
v30op_repne,0xbb,-,_mov_bx_imm,implemented,final-root-target
v30op_repne,0xbc,-,_mov_sp_imm,implemented,final-root-target
v30op_repne,0xbd,-,_mov_bp_imm,implemented,final-root-target
v30op_repne,0xbe,-,_mov_si_imm,implemented,final-root-target
v30op_repne,0xbf,-,_mov_di_imm,implemented,final-root-target
v30op_repne,0xc0,-,v30shift_ea8_data8,implemented,final-root-target
v30op_repne,0xc1,-,v30shift_ea16_data8,implemented,final-root-target
v30op_repne,0xc2,-,_ret_near_data16,implemented,final-root-target
v30op_repne,0xc3,-,_ret_near,implemented,final-root-target
v30op_repne,0xc4,-,_les_r16_ea,implemented,final-root-target
v30op_repne,0xc5,-,_lds_r16_ea,implemented,final-root-target
v30op_repne,0xc6,-,_mov_ea8_data8,implemented,final-root-target
v30op_repne,0xc7,-,_mov_ea16_data16,implemented,final-root-target
v30op_repne,0xc8,-,_enter,implemented,final-root-target
v30op_repne,0xc9,-,fleave,implemented,final-root-target
v30op_repne,0xca,-,_ret_far_data16,implemented,final-root-target
v30op_repne,0xcb,-,_ret_far,implemented,final-root-target
v30op_repne,0xcc,-,_int_03,implemented,final-root-target
v30op_repne,0xcd,-,_int_data8,implemented,final-root-target
v30op_repne,0xce,-,_into,implemented,final-root-target
v30op_repne,0xcf,-,v30_iret,implemented,final-root-target
v30op_repne,0xd0,-,_shift_ea8_1,implemented,final-root-target
v30op_repne,0xd1,-,_shift_ea16_1,implemented,final-root-target
v30op_repne,0xd2,-,v30shift_ea8_cl,implemented,final-root-target
v30op_repne,0xd3,-,v30shift_ea16_cl,implemented,final-root-target
v30op_repne,0xd4,-,v30_aam,implemented,final-root-target
v30op_repne,0xd5,-,v30_aad,implemented,final-root-target
v30op_repne,0xd6,-,v30_xlat,implemented,final-root-target
v30op_repne,0xd7,-,_xlat,implemented,final-root-target
v30op_repne,0xd8,-,_esc,implemented,final-root-target
v30op_repne,0xd9,-,_esc,implemented,final-root-target
v30op_repne,0xda,-,_esc,implemented,final-root-target
v30op_repne,0xdb,-,_esc,implemented,final-root-target
v30op_repne,0xdc,-,_esc,implemented,final-root-target
v30op_repne,0xdd,-,_esc,implemented,final-root-target
v30op_repne,0xde,-,_esc,implemented,final-root-target
v30op_repne,0xdf,-,_esc,implemented,final-root-target
v30op_repne,0xe0,-,_loopnz,implemented,final-root-target
v30op_repne,0xe1,-,_loopz,implemented,final-root-target
v30op_repne,0xe2,-,_loop,implemented,final-root-target
v30op_repne,0xe3,-,_jcxz,implemented,final-root-target
v30op_repne,0xe4,-,_in_al_data8,implemented,final-root-target
v30op_repne,0xe5,-,_in_ax_data8,implemented,final-root-target
v30op_repne,0xe6,-,_out_data8_al,implemented,final-root-target
v30op_repne,0xe7,-,_out_data8_ax,implemented,final-root-target
v30op_repne,0xe8,-,_call_near,implemented,final-root-target
v30op_repne,0xe9,-,_jmp_near,implemented,final-root-target
v30op_repne,0xea,-,_jmp_far,implemented,final-root-target
v30op_repne,0xeb,-,_jmp_short,implemented,final-root-target
v30op_repne,0xec,-,_in_al_dx,implemented,final-root-target
v30op_repne,0xed,-,_in_ax_dx,implemented,final-root-target
v30op_repne,0xee,-,_out_dx_al,implemented,final-root-target
v30op_repne,0xef,-,_out_dx_ax,implemented,final-root-target
v30op_repne,0xf0,-,_lock,implemented,final-root-target
v30op_repne,0xf1,-,_lock,implemented,final-root-target
v30op_repne,0xf2,-,v30_repne,implemented,final-root-target
v30op_repne,0xf3,-,v30_repe,implemented,final-root-target
v30op_repne,0xf4,-,_hlt,implemented,final-root-target
v30op_repne,0xf5,-,_cmc,implemented,final-root-target
v30op_repne,0xf6,-,v30_ope0xf6,implemented,final-root-target
v30op_repne,0xf7,-,v30_ope0xf7,implemented,final-root-target
v30op_repne,0xf8,-,_clc,implemented,final-root-target
v30op_repne,0xf9,-,_stc,implemented,final-root-target
v30op_repne,0xfa,-,_cli,implemented,final-root-target
v30op_repne,0xfb,-,_sti,implemented,final-root-target
v30op_repne,0xfc,-,_cld,implemented,final-root-target
v30op_repne,0xfd,-,_std,implemented,final-root-target
v30op_repne,0xfe,-,_ope0xfe,implemented,final-root-target
v30op_repne,0xff,-,_ope0xff,implemented,final-root-target
v30ope0xf6_table,0xf6,/0,_test_ea8_data8,implemented,modrm-group-resolved
v30ope0xf6_table,0xf6,/1,_test_ea8_data8,implemented,modrm-group-resolved
v30ope0xf6_table,0xf6,/2,_not_ea8,implemented,modrm-group-resolved
v30ope0xf6_table,0xf6,/3,_neg_ea8,implemented,modrm-group-resolved
v30ope0xf6_table,0xf6,/4,_mul_ea8,implemented,modrm-group-resolved
v30ope0xf6_table,0xf6,/5,_imul_ea8,implemented,modrm-group-resolved
v30ope0xf6_table,0xf6,/6,v30_div_ea8,implemented,modrm-group-resolved
v30ope0xf6_table,0xf6,/7,v30_idiv_ea8,implemented,modrm-group-resolved
v30ope0xf7_table,0xf7,/0,_test_ea16_data16,implemented,modrm-group-resolved
v30ope0xf7_table,0xf7,/1,_test_ea16_data16,implemented,modrm-group-resolved
v30ope0xf7_table,0xf7,/2,_not_ea16,implemented,modrm-group-resolved
v30ope0xf7_table,0xf7,/3,_neg_ea16,implemented,modrm-group-resolved
v30ope0xf7_table,0xf7,/4,_mul_ea16,implemented,modrm-group-resolved
v30ope0xf7_table,0xf7,/5,_imul_ea16,implemented,modrm-group-resolved
v30ope0xf7_table,0xf7,/6,v30_div_ea16,implemented,modrm-group-resolved
v30ope0xf7_table,0xf7,/7,v30_idiv_ea16,implemented,modrm-group-resolved
